Mary,Control,SAStrategy,SAStrategy,24
Mary,Control,SAStrategy,SAStrategy,26
Mary,Control,SAStrategy,SAStrategy,22
Mary,Control,SAStrategy,SAStrategy,14
Mary,Control,SAStrategy,SAStrategy,48
Mary,Control,SAStrategy,SAStrategy,22
Mary,Control,SAStrategy,SAStrategy,20
Mary,Control,SAStrategy,SAStrategy,44
Mary,Control,SAStrategy,SAStrategy,8
Mary,Control,SAStrategy,SAStrategy,12
Mary,Control,SAStrategy,SAStrategy,30
Mary,Control,SAStrategy,SAStrategy,22
Mary,Control,SAStrategy,SAStrategy,24
Mary,Control,SAStrategy,SAStrategy,32
Mary,Control,SAStrategy,SAStrategy,22
Mary,Control,SAStrategy,SAStrategy,36
Mary,Control,SAStrategy,SAStrategy,20
Mary,Control,SAStrategy,SAStrategy,40
Mary,Control,SAStrategy,SAStrategy,36
Mary,Control,SAStrategy,SAStrategy,30
Mary,Control,SAStrategy,SAStrategy,12
Mary,Control,SAStrategy,SAStrategy,12
Mary,Control,SAStrategy,SAStrategy,16
Mary,Control,SAStrategy,SAStrategy,22
Mary,Control,SAStrategy,SAStrategy,26
Mary,Control,SAStrategy,SAStrategy,28
Mary,Control,SAStrategy,SAStrategy,20
Mary,Control,SAStrategy,SAStrategy,34
Mary,Control,SAStrategy,SAStrategy,26
Mary,Control,SAStrategy,SAStrategy,30
Mary,Control,SAStrategy,SAStrategy,28
Mary,Control,SAStrategy,SAStrategy,40
Mary,Control,SAStrategy,SAStrategy,20
Mary,Control,SAStrategy,SAStrategy,40
Mary,Control,SAStrategy,SAStrategy,22
Mary,Control,SAStrategy,SAStrategy,14
Mary,Control,SAStrategy,SAStrategy,26
Mary,Control,SAStrategy,SAStrategy,22
Mary,Control,SAStrategy,SAStrategy,40
Mary,Control,SAStrategy,SAStrategy,40
Mary,Control,SAStrategy,SAStrategy,50
Mary,Control,SAStrategy,SAStrategy,58
Mary,Control,SAStrategy,SAStrategy,8
Mary,Control,SAStrategy,SAStrategy,18
Mary,Control,SAStrategy,SAStrategy,26
Mary,Control,SAStrategy,SAStrategy,32
Mary,Control,SAStrategy,SAStrategy,34
Mary,Control,SAStrategy,SAStrategy,22
Mary,Control,SAStrategy,SAStrategy,26
Mary,Control,SAStrategy,SAStrategy,14
Mary,Control,SAStrategy,SAStrategy,60
Mary,Control,SAStrategy,SAStrategy,8
Mary,Control,SAStrategy,SAStrategy,42
Mary,Control,SAStrategy,SAStrategy,30
Mary,Control,SAStrategy,SAStrategy,56
Mary,Control,SAStrategy,SAStrategy,26
Mary,Control,SAStrategy,SAStrategy,36
Mary,Control,SAStrategy,SAStrategy,40
Mary,Control,SAStrategy,SAStrategy,24
Mary,Control,SAStrategy,SAStrategy,8
Mary,Control,SAStrategy,SAStrategy,18
Mary,Control,SAStrategy,SAStrategy,34
Mary,Control,SAStrategy,SAStrategy,28
Mary,Control,SAStrategy,SAStrategy,22
Mary,Control,SAStrategy,SAStrategy,26
Mary,Control,SAStrategy,SAStrategy,28
Mary,Control,SAStrategy,SAStrategy,16
Mary,Control,SAStrategy,SAStrategy,42
Mary,Control,SAStrategy,SAStrategy,30
Mary,Control,SAStrategy,SAStrategy,72
Mary,Control,SAStrategy,SAStrategy,42
Mary,Control,SAStrategy,SAStrategy,26
Mary,Control,SAStrategy,SAStrategy,24
Mary,Control,SAStrategy,SAStrategy,40
Mary,Control,SAStrategy,SAStrategy,22
Mary,Control,SAStrategy,SAStrategy,34
Mary,Control,SAStrategy,SAStrategy,16
Mary,Control,SAStrategy,SAStrategy,70
Mary,Control,SAStrategy,SAStrategy,24
Mary,Control,SAStrategy,SAStrategy,36
Mary,Control,SAStrategy,SAStrategy,30
Mary,Control,SAStrategy,SAStrategy,18
Mary,Control,SAStrategy,SAStrategy,36
Mary,Control,SAStrategy,SAStrategy,50
Mary,Control,SAStrategy,SAStrategy,38
Mary,Control,SAStrategy,SAStrategy,18
Mary,Control,SAStrategy,SAStrategy,32
Mary,Control,SAStrategy,SAStrategy,8
Mary,Control,SAStrategy,SAStrategy,12
Mary,Control,SAStrategy,SAStrategy,16
Mary,Control,SAStrategy,SAStrategy,16
Mary,Control,SAStrategy,SAStrategy,26
Mary,Control,SAStrategy,SAStrategy,6
Mary,Control,SAStrategy,SAStrategy,26
Mary,Control,SAStrategy,SAStrategy,20
Mary,Control,SAStrategy,SAStrategy,14
Mary,Control,SAStrategy,SAStrategy,34
Mary,Control,SAStrategy,SAStrategy,42
Mary,Control,SAStrategy,SAStrategy,24
Mary,Control,SAStrategy,SAStrategy,24
,,,,28.08